Artist,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Outlier
Gaël Faye,0.834,0.7,11.0,-5.808,0.0,0.107,0.337,0.000313,0.126,0.699,149.995,4.0,1
Gecko Turner,0.825,0.715,11.0,-5.561,1.0,0.061,0.153,0.000516,0.32,0.944,80.982,4.0,1
George Ezra,0.537,0.757,3.0,-3.374,1.0,0.0274,0.473,0.0,0.341,0.421,103.882,4.0,1
George FitzGerald,0.695,0.609,2.0,-8.514,1.0,0.0353,0.184,0.878,0.0822,0.111,120.011,4.0,1
George Shearing,0.574,0.189,9.0,-12.122,0.0,0.0801,0.969,0.242,0.0791,0.597,121.661,4.0,1
Georgia,0.613,0.8325,1.0,-7.4239999999999995,1.0,0.03435,0.010045,0.4321,0.061,0.3205,117.4585,4.0,1
Gerard McMann,0.467,0.495,2.0,-15.455,0.0,0.0516,0.161,0.0171,0.0714,0.448,146.016,4.0,1
Gerry Rafferty,0.783,0.322,0.0,-15.091,1.0,0.0343,0.213,0.00243,0.114,0.77,128.226,4.0,1
Gesaffelstein,0.6815,0.78625,5.5,-5.60225,0.75,0.060899999999999996,0.018016474999999997,0.8694999999999999,0.2625,0.138825,105.49875,3.75,1
Ghetts,0.828,0.77,7.0,-6.661,1.0,0.14,0.05,0.00865,0.11,0.781,127.044,4.0,1
Gidge,0.637,0.6076666666666667,3.3333333333333335,-10.102666666666666,1.0,0.055733333333333336,0.23756666666666668,0.864,0.2783333333333333,0.056066666666666674,140.99800000000002,3.6666666666666665,1
Giggs,0.882,0.64,6.0,-5.78,1.0,0.0746,0.185,0.000866,0.111,0.67,92.505,4.0,1
Gil Scott-Heron,0.791,0.56,11.0,-9.099,0.0,0.135,0.00692,0.0186,0.0794,0.146,140.022,4.0,1
Giolì & Assia,0.486,0.471,11.0,-9.796,0.0,0.0358,0.101,0.00989,0.331,0.157,115.021,4.0,1
Giorgia Angiuli,0.668,0.722,8.0,-9.815,1.0,0.0373,0.00107,0.876,0.0549,0.32,124.0,4.0,1
Gipsy Kings,0.6466000000000001,0.8812,6.6,-8.6672,0.6,0.06518,0.5474,0.00031249999999999995,0.18538000000000002,0.8150000000000001,113.08160000000001,4.0,1
Giraffage,0.6726666666666666,0.6333333333333333,9.0,-9.063333333333333,1.0,0.048966666666666665,0.25059666666666663,0.5176666666666666,0.10733333333333334,0.3213333333333333,135.92266666666666,4.0,1
Glass Petals,0.821,0.857,2.0,-4.291,1.0,0.12,0.00701,0.158,0.0702,0.559,124.047,4.0,1
Glows,0.5416666666666666,0.7786666666666666,7.666666666666667,-9.556,0.6666666666666666,0.06363333333333333,0.5057666666666667,0.8676666666666667,0.15633333333333332,0.282,129.963,4.0,1
Gnarls Barkley,0.835,0.741,8.0,-1.609,1.0,0.0339,0.0172,0.0577,0.0826,0.612,111.963,4.0,1
Godford,0.707,0.701,7.666666666666667,-12.641,0.6666666666666666,0.043199999999999995,0.21834,0.7793333333333333,0.09713333333333334,0.3354,121.62933333333332,4.0,1
Godspeed You! Black Emperor,0.2535,0.23545,9.0,-13.723500000000001,0.0,0.05295,0.47050000000000003,0.71,0.09355,0.04425,111.0975,4.0,1
Good Lee,0.692,0.746,9.0,-7.664,1.0,0.0364,0.123,0.851,0.341,0.0807,118.994,4.0,1
Gorgon City,0.617,0.7535000000000001,6.0,-7.058,0.5,0.02895,0.014445,0.00539455,0.0931,0.4965,122.005,4.0,1
Gorillaz,0.6675,0.7949999999999999,5.0,-6.306500000000001,0.5,0.11180000000000001,0.10965,0.0,0.1844,0.71,134.999,4.0,1
Gostan,0.727,0.538,6.0,-9.032,1.0,0.0397,0.0305,0.651,0.104,0.6,123.979,4.0,1
Gotan Project,0.778,0.847,2.0,-7.739,1.0,0.0953,0.0592,0.669,0.0578,0.329,130.015,4.0,1
Grace Ives,0.7322857142857143,0.6157142857142858,6.428571428571429,-7.534571428571428,0.8571428571428571,0.04572857142857143,0.15312714285714285,0.1786492857142857,0.0926,0.7498571428571428,139.64357142857142,4.0,1
Graham Nash,0.48,0.298,6.0,-13.477,1.0,0.0356,0.732,0.00283,0.1,0.0557,128.023,4.0,1
Grimes,0.5825,0.6555,5.25,-7.39625,0.25,0.044125,0.12063575,0.5777,0.162675,0.21175,149.73874999999998,4.0,1
Grizzly Bear,0.507,0.737,7.0,-6.332,1.0,0.0624,0.15,0.159,0.122,0.441,128.015,4.0,1
Guards,0.49,0.696,2.0,-8.99,0.0,0.0614,0.0154,0.000132,0.0819,0.239,140.086,4.0,1
Gui Boratto,0.5775,0.623,6.5,-9.808499999999999,1.0,0.0385,0.315,0.40147000000000005,0.0891,0.22415,125.0025,4.0,1
Gunjah,0.763,0.436,10.0,-10.589,0.0,0.0506,0.0488,0.508,0.103,0.148,119.992,4.0,1
Gunnar Haslam,0.604,0.942,2.0,-8.535,1.0,0.046,0.00073,0.735,0.139,0.132,127.002,4.0,1
HAAi,0.495,0.494,0.0,-10.541,1.0,0.0339,0.00314,0.583,0.116,0.286,101.211,4.0,1
HOLOW,0.913,0.521,8.0,-7.128,0.0,0.0897,0.375,0.0814,0.082,0.201,120.116,4.0,1
HRRTZ,0.732,0.809,11.0,-8.141,1.0,0.0384,0.0367,0.279,0.0829,0.133,124.025,4.0,1
HVME,0.767,0.659,1.0,-7.429,1.0,0.0444,0.325,0.0,0.13,0.439,124.946,4.0,1
HVOB,0.808,0.4315,5.5,-11.944500000000001,0.5,0.08020000000000001,0.42900000000000005,0.6910000000000001,0.10350000000000001,0.2249,119.014,3.5,1
Haux,0.656,0.334,9.0,-13.682,1.0,0.0414,0.757,0.389,0.192,0.22,120.038,4.0,1
Have A Nice Life,0.29135,0.44416666666666665,2.6666666666666665,-11.217999999999998,0.8333333333333334,0.041133333333333334,0.5075,0.7233333333333333,0.17303333333333334,0.09046666666666665,107.2255,3.6666666666666665,1
Hayden James,0.775,0.708,7.0,-7.971,1.0,0.0763,0.199,0.102,0.157,0.488,113.919,4.0,1
Headache,0.792,0.506,5.0,-10.718,1.0,0.0542,0.429,0.106,0.0813,0.47,126.002,4.0,1
Headie One,0.738,0.964,11.0,-6.697,0.0,0.156,0.0472,0.00761,0.0748,0.837,139.145,4.0,1
Heatmiser,0.446,0.601,5.0,-5.547,0.0,0.0282,0.00303,0.269,0.0981,0.239,95.612,4.0,1
Hello Seahorse!,0.49050000000000005,0.7484999999999999,4.0,-6.9295,0.5,0.0412,0.45338,0.305,0.129,0.3115,128.451,4.0,1
Henry N. Raymond,0.62925,0.13765,9.75,-15.45175,0.25,0.68625,0.6495,6.525e-07,0.11025,0.23375,117.74525,3.75,1
Henry Saiz,0.735,0.69,10.0,-11.336,0.0,0.0402,0.0166,0.858,0.17,0.0595,117.006,4.0,1
Herman Düne,0.6535,0.5389999999999999,5.5,-7.524,0.5,0.1104,0.5395,0.0001185,0.09825,0.7010000000000001,130.7185,4.0,1
Hermanito,0.817,0.517,11.0,-11.678,1.0,0.0392,0.0613,0.361,0.416,0.728,120.002,4.0,1
Hilary Duff,0.577,0.892,8.0,-5.121,0.0,0.0675,0.016,6.39e-05,0.299,0.454,118.096,4.0,1
Hilight Tribe,0.383,0.947,1.0,-5.93,1.0,0.0654,0.0131,0.697,0.143,0.0741,103.512,3.0,1
Homeland,0.145,0.523,2.0,-11.42,1.0,0.0326,0.274,0.412,0.585,0.321,166.262,4.0,1
Hoobastank,0.406,0.987,2.0,-3.209,1.0,0.105,0.00575,0.0,0.416,0.491,169.002,4.0,1
Hot Since 82,0.624,0.588,11.0,-10.136,0.0,0.0278,0.000161,0.0012,0.0517,0.232,123.019,4.0,1
How To Dress Well,0.727,0.787,6.0,-8.212,1.0,0.0371,0.0824,0.185,0.26,0.198,127.004,4.0,1
Howling,0.615,0.549,6.0,-10.731,0.0,0.0321,0.00628,0.0558,0.111,0.125,124.979,4.0,1
I Tried to Run Away When I Was 6 (But Got Too Scared to Cross the Street),0.801,0.0356,0.0,-21.005,1.0,0.0715,0.907,0.0902,0.115,0.184,102.633,4.0,1
IAmChino,0.821,0.819,4.0,-3.791,0.0,0.103,0.0106,0.0,0.231,0.644,127.981,4.0,1
ILLENIUM,0.4776666666666667,0.7283333333333334,6.666666666666667,-3.332666666666667,0.6666666666666666,0.0456,0.08937333333333332,0.0,0.09849999999999999,0.274,121.36300000000001,4.0,1
INXS,0.665,0.686,0.0,-5.849,1.0,0.0268,0.0518,0.000176,0.174,0.275,96.848,3.0,1
Icarus,0.636,0.692,2.0,-10.081,0.0,0.0337,0.00529,0.878,0.0938,0.284,124.011,4.0,1
Igluu,0.811,0.729,11.0,-10.1,0.0,0.0715,0.00289,0.89,0.106,0.41,123.009,4.0,1
Ima Robot,0.5381666666666667,0.9274999999999999,4.0,-4.7045,0.5,0.09373333333333334,0.0030345000000000003,0.00022594166666666665,0.24166666666666667,0.6516666666666667,115.972,4.0,1
Infected Mushroom,0.751,0.587,7.0,-6.18,1.0,0.07,0.00194,0.869,0.105,0.34,145.002,4.0,1
Interpol,0.35275000000000006,0.8659166666666667,4.916666666666667,-4.55225,0.5,0.048091666666666665,0.038914083333333335,0.46003333333333335,0.18928333333333333,0.38332499999999997,118.87208333333332,4.0,1
Israel Kamakawiwo'ole,0.6045,0.21899999999999997,3.5,-11.755,1.0,0.0351,0.9015,2.8725e-05,0.10755,0.3945,100.882,4.0,1
JADED,0.578,0.794,5.0,-7.332,0.0,0.0941,0.0087,0.0576,0.438,0.25,126.014,4.0,1
JAY-Z,0.745,0.871,7.0,-6.291,1.0,0.113,0.237,0.000293,0.121,0.495,108.985,4.0,1
Jack Ritchie,0.774,0.677,7.0,-10.644,1.0,0.1,0.303,0.896,0.17,0.0742,122.0,4.0,1
Jackson Wang,0.686,0.867,6.0,-4.396,0.0,0.0449,0.0397,4.18e-05,0.396,0.691,126.068,4.0,1
Jacques Dutronc,0.5995,0.63975,6.25,-6.564,1.0,0.03825,0.23260000000000003,0.0,0.216125,0.5765,127.539,4.0,1
Jacques Greene,0.583,0.828,6.0,-7.355,1.0,0.0359,0.0179,0.861,0.109,0.399,132.022,4.0,1
Jadu Heart,0.4585,0.6515,8.5,-7.3975,0.0,0.02875,0.1502905,0.34875,0.364,0.23450000000000001,115.507,4.0,1
James Blake,0.533,0.5389999999999999,1.0,-8.1785,1.0,0.10995,0.6495,0.20775,0.241,0.20099999999999998,140.435,3.5,1
James Brown,0.683,0.265,0.0,-12.735,1.0,0.0293,0.933,0.0,0.71,0.647,102.08,3.0,-1
Jamie xx,0.6385714285714286,0.6244285714285714,6.571428571428571,-11.051142857142858,0.2857142857142857,0.08375714285714286,0.3375171428571428,0.7718571428571429,0.09317142857142857,0.2948571428571429,133.74557142857142,4.0,1
Jan Blomqvist,0.559,0.656,5.0,-10.794,0.0,0.0365,0.0574,0.627,0.177,0.0386,122.007,4.0,1
Japanese Motors,0.401,0.892,0.0,-4.741,1.0,0.0328,0.191,0.00999,0.0675,0.957,156.412,4.0,1
Jay Pryor,0.777,0.827,5.0,-4.575,0.0,0.0453,0.00549,0.0127,0.214,0.861,123.895,4.0,1
Jay Reatard,0.3325,0.9381071428571428,4.75,-1.8955714285714287,0.7142857142857143,0.08186785714285714,0.12892142857142858,0.05855783571428571,0.2620928571428572,0.47200000000000003,127.68385714285715,4.0,1
Jazzboy,0.617,0.861,10.0,-7.736,0.0,0.0576,0.00485,0.00574,0.126,0.386,99.96,4.0,1
Jeezy,0.641,0.765,9.0,-6.626,1.0,0.0383,0.000975,0.0,0.387,0.19,91.009,4.0,1
Jefferson Airplane,0.516,0.483,7.0,-10.076,1.0,0.0417,0.202,0.0744,0.105,0.114,126.008,4.0,1
Jeffrey Lewis,0.49561538461538457,0.7219230769230769,3.5384615384615383,-7.206384615384615,0.8461538461538461,0.06968461538461537,0.4157615384615384,0.06859067384615385,0.17363076923076923,0.6831538461538462,134.61615384615385,4.0,1
Jerro,0.62,0.804,11.0,-8.847,1.0,0.0408,0.0758,0.668,0.112,0.0351,121.01,4.0,1
Jesper Ryom,0.772,0.722,11.0,-7.97,1.0,0.0507,0.00194,0.909,0.22,0.373,122.016,4.0,1
Jessie Early,0.632,0.484,8.0,-8.606,0.0,0.037,0.0761,0.111,0.132,0.0669,116.997,4.0,1
Jim Guthrie,0.485,0.899,0.0,-8.042,0.0,0.0355,0.279,0.956,0.108,0.0655,120.045,4.0,1
Jimmy Buffett,0.793,0.474,2.0,-15.903,1.0,0.0378,0.634,0.00051,0.0951,0.842,125.143,4.0,1
Jimmy Eat World,0.629,0.897,2.0,-3.401,1.0,0.0483,0.0424,0.0,0.263,0.93,161.944,4.0,1
Joachim Pastor,0.74,0.5585,5.5,-10.622,0.0,0.05235,0.057,0.491,0.10335,0.3205,123.0035,4.0,1
Jody Wisternoff,0.621,0.873,1.0,-5.938,1.0,0.0361,0.000506,0.923,0.512,0.277,120.004,4.0,1
Joe Goddard,0.764,0.613,7.0,-8.759,0.0,0.0338,0.0308,0.224,0.102,0.479,120.005,4.0,1
Joe Strummer,0.613,0.924,10.0,-7.762,0.0,0.0439,0.0313,0.017,0.322,0.64,115.236,4.0,1
Joe Strummer & The Mescaleros,0.613,0.924,10.0,-7.762,0.0,0.0439,0.0313,0.017,0.322,0.64,115.236,4.0,1
John Cale,0.342,0.656,4.0,-7.431,1.0,0.0326,0.163,2.8e-05,0.686,0.411,69.658,4.0,1
John Frusciante,0.386,0.428,10.0,-9.949,0.0,0.0295,0.951,0.882,0.162,0.73,172.311,4.0,1
John Maus,0.573,0.639,0.0,-7.143,1.0,0.0247,0.784,0.633,0.0923,0.24,89.575,4.0,1
John Murphy,0.433,0.111,2.0,-15.301,0.0,0.035,0.0208,0.801,0.0594,0.0354,75.651,4.0,1
John Summit,0.718,0.7484999999999999,11.0,-7.0504999999999995,0.0,0.07055,0.07249,0.1955,0.2563,0.49950000000000006,124.99600000000001,4.0,1
John Talabot,0.6545,0.6930000000000001,11.0,-7.7545,1.0,0.0403,0.000516485,0.9405,0.11380000000000001,0.27575,108.981,4.0,1
John Tejada,0.719,0.717,6.0,-10.945,0.0,0.0422,0.0409,0.825,0.112,0.199,126.01,4.0,1
John Wayne,0.887,0.712,2.0,-8.322,1.0,0.0834,0.277,0.0,0.0903,0.868,81.119,4.0,1
Jokers Of The Scene,0.553,0.75,1.0,-6.794,1.0,0.0911,0.00143,0.903,0.137,0.2,125.014,4.0,1
Jon Gurd,0.7384999999999999,0.781,7.0,-7.367,0.0,0.060950000000000004,0.28801,0.8725,0.2425,0.4555,114.503,4.0,1
Jon Hopkins,0.798,0.715,0.0,-7.103,1.0,0.215,0.191,0.773,0.112,0.199,122.47,3.0,1
Jonas Blue,0.697,0.836,5.0,-5.005,1.0,0.0437,0.133,4.46e-06,0.0754,0.631,121.977,4.0,1
Jonas Rathsman,0.715,0.563,6.0,-11.604,0.0,0.0497,0.000476,0.859,0.095,0.111,124.007,4.0,1
Jonathan Richman,0.6624,0.4789333333333333,4.6,-10.8126,0.6666666666666666,0.06336,0.7435733333333334,0.004856634,0.14543333333333336,0.5608000000000001,114.46373333333332,4.0,1
Jonathan Richman & The Modern Lovers,0.53,0.6425,3.5,-7.420999999999999,0.5,0.04265,0.2170305,6.75e-05,0.134,0.778,104.39399999999999,4.0,1
Joseph Ashworth,0.697,0.897,2.0,-7.081,0.0,0.0336,0.0046,0.906,0.0587,0.16,123.016,4.0,1
Joy Division,0.3767142857142857,0.8581428571428571,5.714285714285714,-8.500428571428571,0.42857142857142855,0.07014285714285715,0.03454161428571429,0.6837142857142856,0.37542857142857144,0.5651428571428572,129.7757142857143,4.0,1
Joyce Manor,0.42540000000000006,0.9029999999999999,6.6,-4.1838,1.0,0.10940000000000001,0.01533,0.0015021,0.2812,0.44714,111.4164,3.4,1
Juan Wauters,0.573,0.873,9.0,-3.839,1.0,0.0325,0.631,1.23e-05,0.185,0.963,81.219,4.0,1
Juanes,0.751,0.73,6.0,-4.398,0.0,0.0312,0.0868,0.0,0.0757,0.968,97.014,4.0,1
Juicy J,0.596,0.815,6.0,-5.668,0.0,0.0755,0.0111,0.0,0.174,0.459,165.015,4.0,1
Julieta Venegas,0.575,0.679,2.0,-3.845,1.0,0.0278,0.0664,0.0,0.0956,0.601,107.878,3.0,1
Junior Cat,0.5706666666666668,0.7706666666666666,5.0,-5.673333333333333,0.6666666666666666,0.34393333333333337,0.1517,4.1000000000000004e-07,0.17746666666666666,0.8576666666666667,149.02933333333334,4.0,1
Justin Jay,0.792,0.887,3.0,-7.056,1.0,0.0359,0.0846,0.915,0.192,0.841,125.033,4.0,1
Justin Martin,0.755,0.804,6.0,-6.701,0.0,0.0393,0.00493,0.0528,0.115,0.359,121.982,4.0,1
Jürgen Paape,0.506,0.563,1.0,-9.274,1.0,0.0535,0.0645,0.593,0.149,0.0753,119.993,4.0,1
KAASI,0.886,0.406,4.0,-14.235,0.0,0.203,0.653,0.87,0.0941,0.235,119.997,4.0,1
KECECI,0.845,0.807,1.0,-7.342,0.0,0.0769,0.0236,0.0312,0.0616,0.661,125.898,4.0,1
KVSH,0.838,0.711,0.0,-5.487,1.0,0.0855,0.0251,0.769,0.0961,0.291,123.985,4.0,1
Kacey Musgraves,0.555,0.43,2.0,-9.105,1.0,0.0295,0.462,0.000191,0.0869,0.274,147.613,4.0,1
Kaitlyn Aurelia Smith,0.851,0.334,0.0,-11.348,1.0,0.21,0.11,0.535,0.115,0.386,117.023,4.0,1
Kamandi,0.623,0.605,6.0,-10.8235,0.5,0.059300000000000005,0.6379999999999999,0.925,0.10275000000000001,0.243,142.52949999999998,4.0,1
Kanye West,0.5109375,0.617625,4.1875,-5.195625,0.5,0.18066875,0.1541305,0.00020439875,0.21033749999999998,0.3679375,134.2426875,4.0625,1
Kareem Ali,0.765,0.547,8.0,-16.459,1.0,0.327,0.152,0.553,0.0732,0.147,124.997,4.0,1
Kasabian,0.554,0.849,5.0,-4.692,0.0,0.0548,0.00618,0.0,0.305,0.511,135.999,4.0,1
Kasbo,0.5805,0.6885,1.0,-7.984,0.5,0.03115,0.060899999999999996,0.527,0.237,0.24535,117.4865,4.0,1
Kaskade,0.6961428571428572,0.7435714285714285,7.142857142857143,-6.900714285714286,0.2857142857142857,0.056228571428571426,0.14713857142857142,0.2702198571428572,0.25898571428571426,0.30048571428571424,122.41785714285713,3.857142857142857,1
Kasket Club,0.557,0.614,4.0,-8.31,1.0,0.0289,0.0224,0.465,0.116,0.281,148.092,4.0,1
Keane,0.453,0.655,9.0,-4.22,1.0,0.0259,0.0794,7.61e-06,0.0849,0.368,172.012,4.0,1
Kelley Stoltz,0.605,0.6665,5.5,-7.516,1.0,0.032850000000000004,0.27155,0.00549,0.2175,0.815,140.3095,4.0,1
Kevin Morby,0.443,0.7010000000000001,9.5,-8.2795,0.5,0.0477,0.14015,0.22625,0.118,0.526,168.845,4.0,1
Kid Cudi,0.63,0.605,0.0,-8.951,1.0,0.0414,0.484,9.29e-05,0.298,0.266,115.277,4.0,1
Kid Francescoli,0.6635,0.589,9.0,-10.2355,1.0,0.047950000000000007,0.213,0.87,0.105,0.1277,117.9805,4.0,1
Kiiara,0.507,0.705,1.0,-6.067,0.0,0.0495,0.406,1.61e-05,0.103,0.144,123.962,4.0,1
Kikagaku Moyo,0.177,0.494,2.0,-9.479,1.0,0.0341,0.904,0.852,0.11,0.152,76.306,4.0,1
Killing Joke,0.474,0.984,1.0,-4.628,1.0,0.0486,0.00065,1.59e-05,0.192,0.67,108.58,4.0,1
King Tuff,0.615,0.756,5.0,-5.14,0.0,0.0418,0.409,0.000142,0.0751,0.516,124.103,4.0,1
Kirsty Hawkshaw,0.613,0.806,11.0,-9.291,0.0,0.0458,0.0448,0.0052,0.0598,0.0501,125.012,4.0,1
Klangkarussell,0.69,0.546,6.0,-6.647,1.0,0.035,0.175,0.781,0.107,0.509,105.976,4.0,1
Klaus Nomi,0.234,0.514,7.0,-8.393,1.0,0.0284,0.38,0.458,0.138,0.16,139.481,4.0,1
Kllo,0.7989999999999999,0.5145,10.0,-10.449000000000002,0.0,0.0592,0.07375000000000001,0.8140000000000001,0.158,0.2705,125.50200000000001,4.0,1
Konstantin Sibold,0.65,0.723,11.0,-10.072,1.0,0.0434,0.00118,0.718,0.102,0.102,126.025,4.0,1
Krooked,0.349,0.955,1.0,-4.133,1.0,0.037,0.000771,0.891,0.223,0.623,175.011,4.0,1
Krumsi,0.533,0.618,2.0,-8.287,0.0,0.0569,0.501,0.673,0.523,0.335,196.555,3.0,1
Kurt Vile,0.284,0.304,7.0,-13.655,0.0,0.0278,0.857,0.179,0.0985,0.0367,73.088,4.0,1
Kxllswxtch,0.627,0.123,7.0,-14.411,1.0,0.0316,0.859,0.00105,0.149,0.11,131.883,4.0,1
Kygo,0.6143333333333333,0.7293333333333334,9.333333333333334,-6.8406666666666665,1.0,0.0415,0.12190000000000001,5.5033333333333346e-06,0.25033333333333335,0.38999999999999996,115.74733333333334,4.0,1
Kölsch,0.6605,0.6154999999999999,3.5,-13.8765,1.0,0.03705,0.23324999999999999,0.8005,0.10350000000000001,0.22,121.4985,4.0,1
L. Doblado,0.792,0.418,9.0,-10.386,0.0,0.0811,0.029,0.895,0.0947,0.237,121.997,4.0,1
LKX,0.588,0.816,2.0,-4.208,1.0,0.0476,0.00249,0.0432,0.132,0.488,127.999,4.0,1
LP,0.543,0.925,7.0,-4.185,1.0,0.0506,0.0415,2.17e-05,0.181,0.202,143.992,4.0,1
LYR,0.512,0.617,8.0,-9.29,1.0,0.0678,0.338,0.492,0.21,0.473,125.219,4.0,1
La Femme,0.675,0.575,5.0,-6.892,1.0,0.0264,0.323,0.774,0.0863,0.106,109.994,4.0,1
La Fleur,0.703,0.9,10.0,-9.903,0.0,0.0432,4.97e-05,0.877,0.0853,0.607,129.999,4.0,1
La Trampa,0.643,0.898,5.0,-4.889,1.0,0.0337,0.074,0.0,0.237,0.783,112.523,4.0,1
Labrinth,0.718,0.705,1.0,-8.436,0.0,0.0435,0.1,0.00017,0.295,0.174,126.047,4.0,1
Lady Gaga,0.608,0.848,1.0,-5.086,1.0,0.0326,0.000622,3.93e-06,0.429,0.338,127.999,4.0,1
Ladytron,0.531,0.781,4.0,-5.971,0.0,0.0319,0.01,6.63e-06,0.181,0.75,120.326,4.0,1
Lake Turner,0.38,0.688,5.0,-7.646,0.0,0.0655,0.47,0.951,0.119,0.23,105.993,4.0,1
Lakou Mizik,0.6496666666666667,0.747,7.666666666666667,-9.545666666666667,0.6666666666666666,0.050333333333333334,0.2312,0.2297106666666667,0.13633333333333333,0.19800000000000004,119.00933333333334,4.0,1
Lala Lala,0.606,0.601,10.0,-6.71,1.0,0.0259,0.744,0.674,0.145,0.339,109.975,4.0,1
Lana Del Rey,0.41791666666666666,0.6595833333333333,3.2083333333333335,-6.660458333333334,0.4166666666666667,0.0662375,0.3515929166666667,0.01388116625,0.1714416666666667,0.28452083333333333,108.71933333333334,3.875,1
Land of the Loops,0.837,0.683,2.0,-13.546,1.0,0.0979,0.448,0.68,0.179,0.785,102.055,4.0,1
Lane 8,0.6114166666666666,0.6925833333333333,3.4166666666666665,-9.858333333333333,0.6666666666666666,0.04765833333333333,0.20070416666666666,0.5851629166666666,0.15716666666666668,0.169675,122.22733333333333,4.083333333333333,1
Lapti,0.458,0.826,6.0,-7.604,1.0,0.166,0.128,2.34e-05,0.343,0.494,110.245,4.0,1
Lauer,0.679,0.942,10.0,-7.052,0.0,0.0341,0.00268,0.87,0.403,0.444,127.002,4.0,1
Lawrence Hart,0.641,0.7805,5.5,-7.878,0.0,0.1181,0.050499999999999996,0.7569999999999999,0.0988,0.0784,121.494,4.0,1
Lazer Sword,0.508,0.756,6.0,-7.067,0.0,0.101,0.0485,0.315,0.208,0.368,99.995,4.0,1
Le Malls,0.471,0.652,1.0,-5.135,1.0,0.0291,0.0163,0.000252,0.172,0.14,66.575,4.0,1
Le Youth,0.631,0.694,5.0,-9.185,0.0,0.0368,0.0342,0.774,0.1,0.114,122.0,4.0,1
LeMarquis,0.667,0.687,5.0,-6.925,1.0,0.381,0.643,0.0112,0.142,0.303,122.578,4.0,1
Led Zeppelin,0.432,0.6385714285714286,7.142857142857143,-11.447857142857144,1.0,0.10147142857142857,0.28676285714285715,0.12218744285714286,0.18517142857142857,0.5689285714285715,95.86971428571428,4.0,1
Lena Leon,0.62,0.678,7.0,-9.334,0.0,0.0336,0.000536,0.725,0.122,0.0398,122.99,4.0,1
Leon Vynehall,0.725,0.908,7.0,-7.601,1.0,0.057,0.0302,0.891,0.326,0.57,119.991,4.0,1
Les Big Byrd,0.492,0.847,11.0,-4.999,0.0,0.0299,0.128,0.000101,0.135,0.217,133.032,4.0,1
Les Gordon,0.764,0.622,11.0,-6.445,0.0,0.156,0.0474,1.78e-05,0.14,0.477,120.029,4.0,1
Levy,0.55725,0.70275,9.0,-7.779,0.75,0.0296,0.018834999999999998,0.5587561,0.1178,0.49675,130.1535,4.0,1
Liam The Younger,0.421,0.204,8.0,-15.977,1.0,0.0391,0.985,0.55,0.0998,0.0838,127.707,1.0,-1
Liars,0.152,0.183,11.0,-15.128,1.0,0.0389,0.942,0.0508,0.133,0.0594,64.749,4.0,1
Lifeformed,0.431,0.865,9.0,-9.39,0.0,0.0355,0.00786,0.852,0.158,0.559,75.005,4.0,1
Lil Uzi Vert,0.776,0.752,8.0,-4.711,0.0,0.193,0.325,0.0,0.33,0.716,140.013,4.0,1
Lil Wayne,0.5195000000000001,0.723,4.0,-7.0325,0.5,0.29100000000000004,0.0197035,0.00101,0.256,0.6885,115.3025,4.0,1
Lilly Wood and The Prick,0.76,0.886,9.0,-5.356,0.0,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,4.0,1
Lim Giong,0.5625,0.4685,8.0,-14.579,0.5,0.06130000000000001,0.11235,0.18075000000000002,0.1455,0.3085,133.9725,4.0,1
Lisa Mitchell,0.531,0.266,6.0,-11.972,1.0,0.0295,0.74,0.00387,0.114,0.235,77.029,4.0,1
Lish,0.743,0.839,0.0,-7.601,1.0,0.0712,0.0107,0.893,0.0852,0.0386,136.018,4.0,1
Little Richard,0.633,0.5795,4.0,-11.009,0.0,0.07005,0.597,0.0001355,0.12564999999999998,0.909,164.382,4.0,1
Local H,0.654,0.53,6.0,-7.409,1.0,0.0556,0.000113,0.0197,0.0534,0.584,119.284,4.0,1
Logic1000,0.726,0.928,8.0,-8.511,0.0,0.0478,0.0448,0.874,0.0755,0.322,127.031,4.0,1
Lomelda,0.66,0.267,8.0,-17.097,1.0,0.0443,0.895,0.142,0.223,0.311,72.242,4.0,1
London Grammar,0.72,0.783,6.0,-4.992,1.0,0.0389,0.484,0.673,0.238,0.563,102.988,4.0,1
London Music Works,0.455,0.246,5.0,-13.813,1.0,0.0297,0.0153,0.815,0.073,0.0817,75.649,4.0,1
Loquillo,0.473,0.814,7.0,-5.524,1.0,0.0475,0.0197,3.5e-05,0.102,0.809,86.456,4.0,1
Lorde,0.67825,0.54575,3.5,-8.47825,1.0,0.077775,0.1009,0.00010227499999999999,0.20174999999999998,0.310175,92.449,4.0,1
Lorn,0.476,0.689,1.0,-12.231,1.0,0.0381,0.686,0.824,0.169,0.0956,134.001,4.0,1
Los Destellos,0.765,0.878,11.0,-7.649,0.0,0.0367,0.0441,0.829,0.246,0.782,136.866,4.0,1
Los Super Elegantes,0.57,0.678,9.0,-6.574,0.0,0.0611,0.0743,0.000285,0.209,0.517,79.118,4.0,1
Lost Idol,0.665,0.949,9.0,-3.624,0.0,0.0383,0.156,0.834,0.103,0.557,97.016,4.0,1
Lou Bega,0.607,0.802,5.0,-6.849,0.0,0.403,0.107,0.0,0.305,0.901,174.201,4.0,1
